epoch,train_loss,train_acc,val_loss,val_acc
1,5.003188115015543,0.008348794063079777,4.956566075011567,0.01888111888111888
2,4.858408144453682,0.015769944341372914,4.7259186838056655,0.02027972027972028
3,4.649382985456534,0.02504638218923933,4.594851714581043,0.03006993006993007
4,4.544181083438569,0.02987012987012987,4.511233547850923,0.045454545454545456
5,4.433401986088514,0.04415584415584416,4.410041126171192,0.04895104895104895
