epoch,train_loss,train_acc,val_loss,val_acc
1,2.1387600873087242,0.5551020408163265,0.6588166881691325,0.8356643356643356
2,0.33834640844854663,0.9189239332096475,0.4013691360717053,0.893006993006993
3,0.17477840861937996,0.9576994434137291,0.4035430398854342,0.8993006993006993
4,0.11782397815269972,0.9706864564007421,0.37749824726081394,0.913986013986014
5,0.09258649359026955,0.9743970315398887,0.43758588981378327,0.8909090909090909
