epoch,train_loss,train_acc,val_loss,val_acc
1,2.1981416053365024,0.49814471243042674,0.9714687209029298,0.7461538461538462
2,0.43518095832587617,0.8782931354359926,0.5677990048706948,0.8440559440559441
3,0.21674302141830076,0.939517625231911,0.44678575473648685,0.8881118881118881
4,0.14648544659806978,0.9569573283858999,0.5537973142691426,0.8622377622377623
5,0.10254291998765022,0.9725417439703155,0.4570404053568006,0.8909090909090909
