epoch,train_loss,train_acc,val_loss,val_acc
1,1.910217051006204,0.6053803339517625,0.5200960824122796,0.858041958041958
2,0.3217426587566595,0.915213358070501,0.3645312142122042,0.9062937062937063
3,0.1614176814432268,0.9602968460111317,0.33324893358704094,0.9167832167832168
4,0.1280383054035714,0.9669758812615955,0.37606789807339647,0.9090909090909091
5,0.1418845627989088,0.9625231910946197,0.42028033472858106,0.8993006993006993
